fetch_time,reported_time,機組類型,機組名稱,裝置容量(MW),淨發電量(MW),淨發電量/裝置容量比(%),備註
2026-08-30T17:49:47,2026-08-31T01:40:00,風力,觀園,30.0,0.0,0.000%, 
2026-08-30T17:49:47,2026-08-31T01:40:00,風力,台中港,35.0,0.0,0.000%, 
2026-08-30T17:49:47,2026-08-31T01:40:00,風力,王功,23.0,0.0,0.000%,計劃停機
2026-08-30T17:49:47,2026-08-31T01:40:00,風力,彰工,86.2,0.0,0.000%,部分檢修
2026-08-30T17:49:47,2026-08-31T01:40:00,風力,雲麥,46.0,0.0,0.000%, 
2026-08-30T17:49:47,2026-08-31T01:40:00,風力,四湖,28.0,2.2,7.857%, 
2026-08-30T17:49:47,2026-08-31T01:40:00,風力,其它台電自有,84.7,15.4,18.173%, 
2026-08-30T17:49:47,2026-08-31T01:40:00,風力,苗栗大鵬,42.0,0.0,0.000%, 
2026-08-30T17:49:47,2026-08-31T01:40:00,風力,鹿威彰濱,55.2,0.0,0.000%, 
2026-08-30T17:49:47,2026-08-31T01:40:00,風力,觀威觀音&桃威新屋,48.3,0.0,0.000%, 
2026-08-30T17:49:47,2026-08-31T01:40:00,風力,中威大安,75.9,0.0,0.000%, 
2026-08-30T17:49:47,2026-08-31T01:40:00,風力,創維風,49.2,0.0,0.000%, 
2026-08-30T17:49:47,2026-08-31T01:40:00,風力,新源崙背,25.2,0.0,0.000%, 
2026-08-30T17:49:47,2026-08-31T01:40:00,風力,彰品風(註10),-,0.0,-, 
2026-08-30T17:49:47,2026-08-31T01:40:00,風力,其它購電風力,178.4,0.7,0.398%, 
2026-08-30T17:49:47,2026-08-31T01:40:00,風力,離岸一期,109.2,0.0,0.000%, 
2026-08-30T17:49:47,2026-08-31T01:40:00,風力,離岸二期(註10),-,0.9,-, 
2026-08-30T17:49:47,2026-08-31T01:40:00,風力,海洋竹南,128.0,0.0,0.000%, 
2026-08-30T17:49:47,2026-08-31T01:40:00,風力,海能風,376.0,0.0,0.000%, 
2026-08-30T17:49:47,2026-08-31T01:40:00,風力,沃一風,605.2,44.8,7.403%, 
2026-08-30T17:49:47,2026-08-31T01:40:00,風力,沃二風,294.8,8.4,2.850%, 
2026-08-30T17:49:47,2026-08-31T01:40:00,風力,沃四風(註10),-,20.2,-, 
2026-08-30T17:49:47,2026-08-31T01:40:00,風力,沃南風(註10),-,0.0,-, 
2026-08-30T17:49:47,2026-08-31T01:40:00,風力,芳一風,96.0,0.0,0.000%, 
2026-08-30T17:49:47,2026-08-31T01:40:00,風力,芳二風,499.2,0.0,0.000%, 
2026-08-30T17:49:47,2026-08-31T01:40:00,風力,允湖,320.0,224.3,70.094%, 
2026-08-30T17:49:47,2026-08-31T01:40:00,風力,允西,320.0,115.6,36.125%, 
2026-08-30T17:49:47,2026-08-31T01:40:00,風力,中能風,294.5,38.8,13.175%, 
2026-08-30T17:49:47,2026-08-31T01:40:00,風力,龍A風(註10),-,14.5,-, 
2026-08-30T17:49:47,2026-08-31T01:40:00,風力,龍B風(註10),-,0.0,-, 
2026-08-30T17:49:47,2026-08-31T01:40:00,風力,小計(註5),3850.0(6.342%),485.8(1.787%),,
