date,機組名稱,avg_MW,capacity_MW,capacity_factor_pct,est_MWh,num_samples
2026-08-26,中威大安,1.544,75.9,2.03,37.07,36
2026-08-26,中能風,8.792,294.5,2.99,211.0,36
2026-08-26,允湖,17.664,320.0,5.52,423.93,36
2026-08-26,允西,12.219,320.0,3.82,293.27,36
2026-08-26,其它台電自有,15.717,84.7,18.56,377.2,36
2026-08-26,其它購電風力,1.481,178.4,0.83,35.53,36
2026-08-26,創維風,1.647,49.2,3.35,39.53,36
2026-08-26,台中港,0.275,35.0,0.79,6.6,36
2026-08-26,四湖,0.236,28.0,0.84,5.67,36
2026-08-26,彰品風(註10),0.0,,,0.0,36
2026-08-26,彰工,0.386,86.2,0.45,9.27,36
2026-08-26,新源崙背,1.5,25.2,5.95,36.0,36
2026-08-26,沃一風,10.103,605.2,1.67,242.47,36
2026-08-26,沃二風,2.753,294.8,0.93,66.07,36
2026-08-26,沃南風(註10),0.0,,,0.0,36
2026-08-26,沃四風(註10),1.717,,,41.2,36
2026-08-26,海洋竹南,2.486,128.0,1.94,59.67,36
2026-08-26,海能風,7.136,376.0,1.9,171.27,36
2026-08-26,王功,0.0,23.0,0.0,0.0,36
2026-08-26,芳一風,2.0,96.0,2.08,48.0,36
2026-08-26,芳二風,12.542,499.2,2.51,301.0,36
2026-08-26,苗栗大鵬,0.0,42.0,0.0,0.0,36
2026-08-26,觀園,0.328,30.0,1.09,7.87,36
2026-08-26,觀威觀音&桃威新屋,0.319,48.3,0.66,7.67,36
2026-08-26,離岸一期,1.778,109.2,1.63,42.67,36
2026-08-26,離岸二期(註10),0.783,,,18.8,36
2026-08-26,雲麥,0.908,46.0,1.97,21.8,36
2026-08-26,鹿威彰濱,0.4,55.2,0.72,9.6,36
2026-08-26,龍A風(註10),8.539,,,204.93,36
2026-08-26,龍B風(註10),0.0,,,0.0,36
