date,機組名稱,avg_MW,capacity_MW,capacity_factor_pct,est_MWh,num_samples
2026-08-28,中威大安,25.6,75.9,33.73,614.4,2
2026-08-28,中能風,114.8,294.5,38.98,2755.2,2
2026-08-28,允湖,115.75,320.0,36.17,2778.0,2
2026-08-28,允西,102.5,320.0,32.03,2460.0,2
2026-08-28,其它台電自有,26.4,84.7,31.17,633.6,2
2026-08-28,其它購電風力,39.05,178.4,21.89,937.2,2
2026-08-28,創維風,15.95,49.2,32.42,382.8,2
2026-08-28,台中港,3.6,35.0,10.29,86.4,2
2026-08-28,四湖,1.15,28.0,4.11,27.6,2
2026-08-28,彰品風(註10),0.0,,,0.0,2
2026-08-28,彰工,10.7,86.2,12.41,256.8,2
2026-08-28,新源崙背,12.8,25.2,50.79,307.2,2
2026-08-28,沃一風,238.4,605.2,39.39,5721.6,2
2026-08-28,沃二風,158.35,294.8,53.71,3800.4,2
2026-08-28,沃南風(註10),26.05,,,625.2,2
2026-08-28,沃四風(註10),286.65,,,6879.6,2
2026-08-28,海洋竹南,74.55,128.0,58.24,1789.2,2
2026-08-28,海能風,233.1,376.0,61.99,5594.4,2
2026-08-28,王功,0.0,23.0,0.0,0.0,2
2026-08-28,芳一風,31.5,96.0,32.81,756.0,2
2026-08-28,芳二風,172.6,499.2,34.58,4142.4,2
2026-08-28,苗栗大鵬,6.9,42.0,16.43,165.6,2
2026-08-28,觀園,16.45,30.0,54.83,394.8,2
2026-08-28,觀威觀音&桃威新屋,26.75,48.3,55.38,642.0,2
2026-08-28,離岸一期,43.55,109.2,39.88,1045.2,2
2026-08-28,離岸二期(註10),0.7,,,16.8,2
2026-08-28,雲麥,5.5,46.0,11.96,132.0,2
2026-08-28,鹿威彰濱,9.8,55.2,17.75,235.2,2
2026-08-28,龍A風(註10),104.95,,,2518.8,2
2026-08-28,龍B風(註10),0.0,,,0.0,2
