date,機組名稱,avg_MW,capacity_MW,capacity_factor_pct,est_MWh,num_samples
2026-08-27,中威大安,7.117,75.9,9.38,170.8,6
2026-08-27,中能風,27.883,294.5,9.47,669.2,6
2026-08-27,允湖,11.567,320.0,3.61,277.6,6
2026-08-27,允西,9.867,320.0,3.08,236.8,6
2026-08-27,其它台電自有,25.75,84.7,30.4,618.0,6
2026-08-27,其它購電風力,8.667,178.4,4.86,208.0,6
2026-08-27,創維風,2.417,49.2,4.91,58.0,6
2026-08-27,台中港,1.85,35.0,5.29,44.4,6
2026-08-27,四湖,0.15,28.0,0.54,3.6,6
2026-08-27,彰品風(註10),0.0,,,0.0,6
2026-08-27,彰工,1.817,86.2,2.11,43.6,6
2026-08-27,新源崙背,3.167,25.2,12.57,76.0,6
2026-08-27,沃一風,85.017,605.2,14.05,2040.4,6
2026-08-27,沃二風,36.833,294.8,12.49,884.0,6
2026-08-27,沃南風(註10),3.9,,,93.6,6
2026-08-27,沃四風(註10),77.217,,,1853.2,6
2026-08-27,海洋竹南,47.533,128.0,37.14,1140.8,6
2026-08-27,海能風,156.2,376.0,41.54,3748.8,6
2026-08-27,王功,0.0,23.0,0.0,0.0,6
2026-08-27,芳一風,10.617,96.0,11.06,254.8,6
2026-08-27,芳二風,50.333,499.2,10.08,1208.0,6
2026-08-27,苗栗大鵬,2.383,42.0,5.67,57.2,6
2026-08-27,觀園,10.6,30.0,35.33,254.4,6
2026-08-27,觀威觀音&桃威新屋,16.567,48.3,34.3,397.6,6
2026-08-27,離岸一期,9.767,109.2,8.94,234.4,6
2026-08-27,離岸二期(註10),0.8,,,19.2,6
2026-08-27,雲麥,1.05,46.0,2.28,25.2,6
2026-08-27,鹿威彰濱,1.85,55.2,3.35,44.4,6
2026-08-27,龍A風(註10),23.633,,,567.2,6
2026-08-27,龍B風(註10),0.0,,,0.0,6
