fetch_time,reported_time,機組類型,機組名稱,裝置容量(MW),淨發電量(MW),淨發電量/裝置容量比(%),備註
2026-09-01T01:57:43,2026-09-01T09:50:00,風力,觀園,30.0,1.0,3.333%, 
2026-09-01T01:57:43,2026-09-01T09:50:00,風力,台中港,35.0,0.0,0.000%, 
2026-09-01T01:57:43,2026-09-01T09:50:00,風力,王功,23.0,0.0,0.000%,計劃停機
2026-09-01T01:57:43,2026-09-01T09:50:00,風力,彰工,86.2,1.6,1.856%,部分檢修
2026-09-01T01:57:43,2026-09-01T09:50:00,風力,雲麥,46.0,1.3,2.826%, 
2026-09-01T01:57:43,2026-09-01T09:50:00,風力,四湖,28.0,0.9,3.214%, 
2026-09-01T01:57:43,2026-09-01T09:50:00,風力,其它台電自有,84.7,6.6,7.789%, 
2026-09-01T01:57:43,2026-09-01T09:50:00,風力,苗栗大鵬,42.0,0.0,0.000%, 
2026-09-01T01:57:43,2026-09-01T09:50:00,風力,鹿威彰濱,55.2,2.2,3.986%, 
2026-09-01T01:57:43,2026-09-01T09:50:00,風力,觀威觀音&桃威新屋,48.3,0.0,0.000%, 
2026-09-01T01:57:43,2026-09-01T09:50:00,風力,中威大安,75.9,2.1,2.767%, 
2026-09-01T01:57:43,2026-09-01T09:50:00,風力,創維風,49.2,2.1,4.268%, 
2026-09-01T01:57:43,2026-09-01T09:50:00,風力,新源崙背,25.2,5.5,21.825%, 
2026-09-01T01:57:43,2026-09-01T09:50:00,風力,彰品風(註10),-,0.0,-, 
2026-09-01T01:57:43,2026-09-01T09:50:00,風力,其它購電風力,178.4,1.8,1.009%, 
2026-09-01T01:57:43,2026-09-01T09:50:00,風力,離岸一期,109.2,29.1,26.648%, 
2026-09-01T01:57:43,2026-09-01T09:50:00,風力,離岸二期(註10),-,0.7,-, 
2026-09-01T01:57:43,2026-09-01T09:50:00,風力,海洋竹南,128.0,0.0,0.000%, 
2026-09-01T01:57:43,2026-09-01T09:50:00,風力,海能風,376.0,0.0,0.000%, 
2026-09-01T01:57:43,2026-09-01T09:50:00,風力,沃一風,605.2,243.0,40.154%, 
2026-09-01T01:57:43,2026-09-01T09:50:00,風力,沃二風,294.8,9.0,3.053%, 
2026-09-01T01:57:43,2026-09-01T09:50:00,風力,沃四風(註10),-,82.8,-, 
2026-09-01T01:57:43,2026-09-01T09:50:00,風力,沃南風(註10),-,0.0,-, 
2026-09-01T01:57:43,2026-09-01T09:50:00,風力,芳一風,96.0,34.4,35.833%, 
2026-09-01T01:57:43,2026-09-01T09:50:00,風力,芳二風,499.2,145.9,29.227%, 
2026-09-01T01:57:43,2026-09-01T09:50:00,風力,允湖,320.0,209.2,65.375%, 
2026-09-01T01:57:43,2026-09-01T09:50:00,風力,允西,320.0,33.9,10.594%, 
2026-09-01T01:57:43,2026-09-01T09:50:00,風力,中能風,294.5,89.3,30.323%, 
2026-09-01T01:57:43,2026-09-01T09:50:00,風力,龍A風(註10),-,7.7,-, 
2026-09-01T01:57:43,2026-09-01T09:50:00,風力,龍B風(註10),-,0.0,-, 
2026-09-01T01:57:43,2026-09-01T09:50:00,風力,小計(註5),3850.0(6.342%),910.1(2.525%),,
