date,機組名稱,avg_MW,capacity_MW,capacity_factor_pct,est_MWh,num_samples
2026-09-05,中威大安,29.764,75.9,39.21,714.33,47
2026-09-05,中能風,122.219,294.5,41.5,2933.26,47
2026-09-05,允湖,99.883,320.0,31.21,2397.19,47
2026-09-05,允西,120.302,320.0,37.59,2887.25,47
2026-09-05,其它台電自有,13.609,84.7,16.07,326.6,47
2026-09-05,其它購電風力,35.44,178.4,19.87,850.57,47
2026-09-05,創維風,17.677,49.2,35.93,424.24,47
2026-09-05,台中港,14.251,35.0,40.72,342.03,47
2026-09-05,四湖,2.091,28.0,7.47,50.2,47
2026-09-05,彰品風(註10),0.0,,,0.0,47
2026-09-05,彰工,19.811,86.2,22.98,475.46,47
2026-09-05,新源崙背,7.819,25.2,31.03,187.66,47
2026-09-05,沃一風,245.26,605.2,40.53,5886.23,47
2026-09-05,沃二風,103.606,294.8,35.14,2486.55,47
2026-09-05,沃南風(註10),12.996,,,311.9,47
2026-09-05,沃四風(註10),141.921,,,3406.11,47
2026-09-05,海洋竹南,45.079,128.0,35.22,1081.89,47
2026-09-05,海能風,137.857,376.0,36.66,3308.58,47
2026-09-05,王功,0.0,23.0,0.0,0.0,47
2026-09-05,芳一風,45.243,96.0,47.13,1085.82,47
2026-09-05,芳二風,193.432,499.2,38.75,4642.37,47
2026-09-05,苗栗大鵬,6.964,42.0,16.58,167.13,47
2026-09-05,觀園,2.172,30.0,7.24,52.14,47
2026-09-05,觀威觀音&桃威新屋,2.783,48.3,5.76,66.79,47
2026-09-05,離岸一期,47.285,109.2,43.3,1134.84,47
2026-09-05,離岸二期(註10),0.794,,,19.05,47
2026-09-05,雲麥,8.13,46.0,17.67,195.11,47
2026-09-05,鹿威彰濱,18.881,55.2,34.2,453.14,47
2026-09-05,龍A風(註10),81.6,,,1958.4,47
2026-09-05,龍B風(註10),50.672,,,1216.14,47
2026-09-05,龍三風(註10),155.996,,,3743.9,47
