date,機組名稱,avg_MW,capacity_MW,capacity_factor_pct,est_MWh,num_samples
2026-09-10,中威大安,38.308,75.9,50.47,919.4,48
2026-09-10,中能風,178.887,294.5,60.74,4293.3,48
2026-09-10,允湖,150.685,320.0,47.09,3616.45,48
2026-09-10,允西,0.0,320.0,0.0,0.0,48
2026-09-10,其它台電自有,26.671,84.7,31.49,640.1,48
2026-09-10,其它購電風力,49.5,178.4,27.75,1188.0,48
2026-09-10,創維風,20.127,49.2,40.91,483.05,48
2026-09-10,台中港,15.804,35.0,45.15,379.3,48
2026-09-10,四湖,3.569,28.0,12.75,85.65,48
2026-09-10,彰品風(註10),0.0,,,0.0,48
2026-09-10,彰工,20.915,86.2,24.26,501.95,48
2026-09-10,新源崙背,7.202,25.2,28.58,172.85,48
2026-09-10,沃一風,578.142,605.2,95.53,13875.4,48
2026-09-10,沃二風,284.85,294.8,96.62,6836.4,48
2026-09-10,沃南風(註10),103.725,,,2489.4,48
2026-09-10,沃四風(註10),436.996,,,10487.9,48
2026-09-10,海洋竹南,68.881,128.0,53.81,1653.15,48
2026-09-10,海能風,237.033,376.0,63.04,5688.8,48
2026-09-10,王功,0.0,23.0,0.0,0.0,48
2026-09-10,芳一風,73.344,96.0,76.4,1760.25,48
2026-09-10,芳二風,338.283,499.2,67.77,8118.8,48
2026-09-10,苗栗大鵬,12.24,42.0,29.14,293.75,48
2026-09-10,觀園,13.592,30.0,45.31,326.2,48
2026-09-10,觀威觀音&桃威新屋,18.371,48.3,38.03,440.9,48
2026-09-10,離岸一期,60.833,109.2,55.71,1460.0,48
2026-09-10,離岸二期(註10),0.783,,,18.8,48
2026-09-10,雲麥,7.879,46.0,17.13,189.1,48
2026-09-10,鹿威彰濱,22.86,55.2,41.41,548.65,48
2026-09-10,龍A風(註10),217.083,,,5210.0,48
2026-09-10,龍B風(註10),185.938,,,4462.5,48
2026-09-10,龍三風(註10),270.9,,,6501.6,48
