date,機組名稱,avg_MW,capacity_MW,capacity_factor_pct,est_MWh,num_samples
2026-09-20,中威大安,26.255,75.9,34.59,630.13,47
2026-09-20,中能風,119.179,294.5,40.47,2860.29,47
2026-09-20,允湖,71.191,320.0,22.25,1708.6,47
2026-09-20,允西,99.0,320.0,30.94,2376.0,47
2026-09-20,其它台電自有,13.415,84.7,15.84,321.96,47
2026-09-20,其它購電風力,36.785,178.4,20.62,882.84,47
2026-09-20,創維風,13.711,49.2,27.87,329.06,47
2026-09-20,台中港,10.464,35.0,29.9,251.13,47
2026-09-20,四湖,2.289,28.0,8.18,54.94,47
2026-09-20,彰品風(註10),0.0,,,0.0,47
2026-09-20,彰工,16.109,86.2,18.69,386.6,47
2026-09-20,新源崙背,6.245,25.2,24.78,149.87,47
2026-09-20,沃一風,432.34,605.2,71.44,10376.17,47
2026-09-20,沃二風,191.779,294.8,65.05,4602.69,47
2026-09-20,沃南風,55.819,337.1,16.56,1339.66,47
2026-09-20,沃四風(註10),370.194,,,8884.65,47
2026-09-20,海洋竹南,62.911,128.0,49.15,1509.86,47
2026-09-20,海能風,63.106,376.0,16.78,1514.55,47
2026-09-20,王功,1.464,23.0,6.36,35.13,47
2026-09-20,芳一風,58.515,96.0,60.95,1404.36,47
2026-09-20,芳二風,220.019,499.2,44.07,5280.46,47
2026-09-20,苗栗大鵬,9.115,42.0,21.7,218.76,47
2026-09-20,觀園,2.185,30.0,7.28,52.44,47
2026-09-20,觀威觀音&桃威新屋,3.613,48.3,7.48,86.71,47
2026-09-20,離岸一期,37.634,109.2,34.46,903.22,47
2026-09-20,離岸二期(註10),0.772,,,18.54,47
2026-09-20,雲麥,6.353,46.0,13.81,152.48,47
2026-09-20,鹿威彰濱,13.653,55.2,24.73,327.68,47
2026-09-20,龍A風(註10),138.385,,,3321.24,47
2026-09-20,龍B風(註10),76.119,,,1826.86,47
2026-09-20,龍三風(註10),0.0,,,0.0,47
