date,機組名稱,avg_MW,capacity_MW,capacity_factor_pct,est_MWh,num_samples
2026-09-15,中威大安,40.665,75.9,53.58,975.95,48
2026-09-15,中能風,232.99,294.5,79.11,5591.75,48
2026-09-15,允湖,178.288,320.0,55.71,4278.9,48
2026-09-15,允西,199.308,320.0,62.28,4783.4,48
2026-09-15,其它台電自有,30.64,84.7,36.17,735.35,48
2026-09-15,其它購電風力,44.267,178.4,24.81,1062.4,48
2026-09-15,創維風,21.075,49.2,42.84,505.8,48
2026-09-15,台中港,18.352,35.0,52.43,440.45,48
2026-09-15,四湖,4.731,28.0,16.9,113.55,48
2026-09-15,彰品風(註10),0.0,,,0.0,48
2026-09-15,彰工,27.521,86.2,31.93,660.5,48
2026-09-15,新源崙背,7.14,25.2,28.33,171.35,48
2026-09-15,沃一風,580.863,605.2,95.98,13940.7,48
2026-09-15,沃二風,277.181,294.8,94.02,6652.35,48
2026-09-15,沃南風(註10),79.656,,,1911.75,48
2026-09-15,沃四風(註10),476.648,,,11439.55,48
2026-09-15,海洋竹南,74.656,128.0,58.33,1791.75,48
2026-09-15,海能風,244.487,376.0,65.02,5867.7,48
2026-09-15,王功,0.0,23.0,0.0,0.0,48
2026-09-15,芳一風,87.09,96.0,90.72,2090.15,48
2026-09-15,芳二風,413.602,499.2,82.85,9926.45,48
2026-09-15,苗栗大鵬,14.592,42.0,34.74,350.2,48
2026-09-15,觀園,13.112,30.0,43.71,314.7,48
2026-09-15,觀威觀音&桃威新屋,15.312,48.3,31.7,367.5,48
2026-09-15,離岸一期,73.458,109.2,67.27,1763.0,48
2026-09-15,離岸二期(註10),0.788,,,18.9,48
2026-09-15,雲麥,6.629,46.0,14.41,159.1,48
2026-09-15,鹿威彰濱,20.442,55.2,37.03,490.6,48
2026-09-15,龍A風(註10),202.854,,,4868.5,48
2026-09-15,龍B風(註10),178.846,,,4292.3,48
2026-09-15,龍三風(註10),0.0,,,0.0,48
