date,機組名稱,avg_MW,capacity_MW,capacity_factor_pct,est_MWh,num_samples
2026-09-24,中威大安,12.546,75.9,16.53,301.1,48
2026-09-24,中能風,68.6,294.5,23.29,1646.4,48
2026-09-24,允湖,30.638,320.0,9.57,735.3,48
2026-09-24,允西,46.523,320.0,14.54,1116.55,48
2026-09-24,其它台電自有,23.11,84.7,27.29,554.65,48
2026-09-24,其它購電風力,16.175,178.4,9.07,388.2,48
2026-09-24,創維風,5.84,49.2,11.87,140.15,48
2026-09-24,台中港,5.91,35.0,16.89,141.85,48
2026-09-24,四湖,1.01,28.0,3.61,24.25,48
2026-09-24,彰品風(註10),0.0,,,0.0,48
2026-09-24,彰工,9.271,86.2,10.76,222.5,48
2026-09-24,新源崙背,1.719,25.2,6.82,41.25,48
2026-09-24,沃一風,293.475,605.2,48.49,7043.4,48
2026-09-24,沃二風,127.217,294.8,43.15,3053.2,48
2026-09-24,沃南風,48.1,337.1,14.27,1154.4,48
2026-09-24,沃四風(註10),279.304,,,6703.3,48
2026-09-24,海洋竹南,29.694,128.0,23.2,712.65,48
2026-09-24,海能風,36.958,376.0,9.83,887.0,48
2026-09-24,王功,2.623,23.0,11.4,62.95,48
2026-09-24,芳一風,32.61,96.0,33.97,782.65,48
2026-09-24,芳二風,124.456,499.2,24.93,2986.95,48
2026-09-24,苗栗大鵬,3.904,42.0,9.3,93.7,48
2026-09-24,觀園,7.506,30.0,25.02,180.15,48
2026-09-24,觀威觀音&桃威新屋,8.885,48.3,18.4,213.25,48
2026-09-24,離岸一期,23.425,109.2,21.45,562.2,48
2026-09-24,離岸二期(註10),0.729,,,17.5,48
2026-09-24,雲麥,3.004,46.0,6.53,72.1,48
2026-09-24,鹿威彰濱,6.915,55.2,12.53,165.95,48
2026-09-24,龍A風(註10),111.973,,,2687.35,48
2026-09-24,龍B風(註10),46.846,,,1124.3,48
2026-09-24,龍三風(註10),0.0,,,0.0,48
