date,機組名稱,avg_MW,capacity_MW,capacity_factor_pct,est_MWh,num_samples
2026-09-21,中威大安,31.56,75.9,41.58,757.43,47
2026-09-21,中能風,185.945,294.5,63.14,4462.67,47
2026-09-21,允湖,102.651,320.0,32.08,2463.63,47
2026-09-21,允西,143.306,320.0,44.78,3439.35,47
2026-09-21,其它台電自有,17.262,84.7,20.38,414.28,47
2026-09-21,其它購電風力,44.566,178.4,24.98,1069.58,47
2026-09-21,創維風,18.736,49.2,38.08,449.67,47
2026-09-21,台中港,12.23,35.0,34.94,293.51,47
2026-09-21,四湖,3.355,28.0,11.98,80.53,47
2026-09-21,彰品風(註10),0.0,,,0.0,47
2026-09-21,彰工,18.204,86.2,21.12,436.9,47
2026-09-21,新源崙背,6.155,25.2,24.43,147.73,47
2026-09-21,沃一風,474.651,605.2,78.43,11391.63,47
2026-09-21,沃二風,203.655,294.8,69.08,4887.73,47
2026-09-21,沃南風,57.574,337.1,17.08,1381.79,47
2026-09-21,沃四風(註10),373.674,,,8968.19,47
2026-09-21,海洋竹南,72.517,128.0,56.65,1740.41,47
2026-09-21,海能風,46.191,376.0,12.28,1108.6,47
2026-09-21,王功,1.762,23.0,7.66,42.28,47
2026-09-21,芳一風,74.33,96.0,77.43,1783.91,47
2026-09-21,芳二風,319.649,499.2,64.03,7671.57,47
2026-09-21,苗栗大鵬,11.3,42.0,26.9,271.2,47
2026-09-21,觀園,4.023,30.0,13.41,96.56,47
2026-09-21,觀威觀音&桃威新屋,5.349,48.3,11.07,128.37,47
2026-09-21,離岸一期,62.636,109.2,57.36,1503.27,47
2026-09-21,離岸二期(註10),0.779,,,18.69,47
2026-09-21,雲麥,8.591,46.0,18.68,206.2,47
2026-09-21,鹿威彰濱,18.317,55.2,33.18,439.61,47
2026-09-21,龍A風(註10),183.391,,,4401.4,47
2026-09-21,龍B風(註10),110.755,,,2658.13,47
2026-09-21,龍三風(註10),0.0,,,0.0,47
