date,機組名稱,avg_MW,capacity_MW,capacity_factor_pct,est_MWh,num_samples
2026-09-19,中威大安,22.221,75.9,29.28,533.3,48
2026-09-19,中能風,141.1,294.5,47.91,3386.4,48
2026-09-19,允湖,80.271,320.0,25.08,1926.5,48
2026-09-19,允西,107.473,320.0,33.59,2579.35,48
2026-09-19,其它台電自有,16.798,84.7,19.83,403.15,48
2026-09-19,其它購電風力,31.008,178.4,17.38,744.2,48
2026-09-19,創維風,15.019,49.2,30.53,360.45,48
2026-09-19,台中港,10.508,35.0,30.02,252.2,48
2026-09-19,四湖,2.515,28.0,8.98,60.35,48
2026-09-19,彰品風(註10),0.0,,,0.0,48
2026-09-19,彰工,18.85,86.2,21.87,452.4,48
2026-09-19,新源崙背,4.362,25.2,17.31,104.7,48
2026-09-19,沃一風,484.558,605.2,80.07,11629.4,48
2026-09-19,沃二風,200.231,294.8,67.92,4805.55,48
2026-09-19,沃南風,56.475,337.1,16.75,1355.4,48
2026-09-19,沃四風(註10),392.335,,,9416.05,48
2026-09-19,海洋竹南,48.306,128.0,37.74,1159.35,48
2026-09-19,海能風,123.108,376.0,32.74,2954.6,48
2026-09-19,王功,0.998,23.0,4.34,23.95,48
2026-09-19,芳一風,66.715,96.0,69.49,1601.15,48
2026-09-19,芳二風,270.656,499.2,54.22,6495.75,48
2026-09-19,苗栗大鵬,7.79,42.0,18.55,186.95,48
2026-09-19,觀園,3.823,30.0,12.74,91.75,48
2026-09-19,觀威觀音&桃威新屋,5.298,48.3,10.97,127.15,48
2026-09-19,離岸一期,49.083,109.2,44.95,1178.0,48
2026-09-19,離岸二期(註10),0.754,,,18.1,48
2026-09-19,雲麥,6.327,46.0,13.75,151.85,48
2026-09-19,鹿威彰濱,13.092,55.2,23.72,314.2,48
2026-09-19,龍A風(註10),151.433,,,3634.4,48
2026-09-19,龍B風(註10),97.965,,,2351.15,48
2026-09-19,龍三風(註10),0.0,,,0.0,48
