date,機組名稱,avg_MW,capacity_MW,capacity_factor_pct,est_MWh,num_samples
2026-09-02,中威大安,4.067,75.9,5.36,97.6,48
2026-09-02,中能風,34.412,294.5,11.69,825.9,48
2026-09-02,允湖,100.094,320.0,31.28,2402.25,48
2026-09-02,允西,81.317,320.0,25.41,1951.6,48
2026-09-02,其它台電自有,19.948,84.7,23.55,478.75,48
2026-09-02,其它購電風力,4.706,178.4,2.64,112.95,48
2026-09-02,創維風,3.504,49.2,7.12,84.1,48
2026-09-02,台中港,2.477,35.0,7.08,59.45,48
2026-09-02,四湖,0.546,28.0,1.95,13.1,48
2026-09-02,彰品風(註10),0.0,,,0.0,48
2026-09-02,彰工,3.202,86.2,3.71,76.85,48
2026-09-02,新源崙背,1.312,25.2,5.21,31.5,48
2026-09-02,沃一風,111.86,605.2,18.48,2684.65,48
2026-09-02,沃二風,56.94,294.8,19.31,1366.55,48
2026-09-02,沃南風(註10),0.0,,,0.0,48
2026-09-02,沃四風(註10),149.962,,,3599.1,48
2026-09-02,海洋竹南,8.615,128.0,6.73,206.75,48
2026-09-02,海能風,33.983,376.0,9.04,815.6,48
2026-09-02,王功,0.0,23.0,0.0,0.0,48
2026-09-02,芳一風,13.446,96.0,14.01,322.7,48
2026-09-02,芳二風,50.188,499.2,10.05,1204.5,48
2026-09-02,苗栗大鵬,0.369,42.0,0.88,8.85,48
2026-09-02,觀園,5.965,30.0,19.88,143.15,48
2026-09-02,觀威觀音&桃威新屋,4.806,48.3,9.95,115.35,48
2026-09-02,離岸一期,10.723,109.2,9.82,257.35,48
2026-09-02,離岸二期(註10),0.781,,,18.75,48
2026-09-02,雲麥,1.415,46.0,3.08,33.95,48
2026-09-02,鹿威彰濱,3.371,55.2,6.11,80.9,48
2026-09-02,龍A風(註10),53.588,,,1286.1,48
2026-09-02,龍B風(註10),0.0,,,0.0,48
