date,機組名稱,avg_MW,capacity_MW,capacity_factor_pct,est_MWh,num_samples
2026-09-23,中威大安,18.471,75.9,24.34,443.3,48
2026-09-23,中能風,94.983,294.5,32.25,2279.6,48
2026-09-23,允湖,48.708,320.0,15.22,1169.0,48
2026-09-23,允西,76.177,320.0,23.81,1828.25,48
2026-09-23,其它台電自有,24.248,84.7,28.63,581.95,48
2026-09-23,其它購電風力,20.265,178.4,11.36,486.35,48
2026-09-23,創維風,4.308,49.2,8.76,103.4,48
2026-09-23,台中港,9.438,35.0,26.96,226.5,48
2026-09-23,四湖,1.108,28.0,3.96,26.6,48
2026-09-23,彰品風(註10),0.0,,,0.0,48
2026-09-23,彰工,13.323,86.2,15.46,319.75,48
2026-09-23,新源崙背,2.51,25.2,9.96,60.25,48
2026-09-23,沃一風,424.998,605.2,70.22,10199.95,48
2026-09-23,沃二風,194.442,294.8,65.96,4666.6,48
2026-09-23,沃南風,61.177,337.1,18.15,1468.25,48
2026-09-23,沃四風(註10),349.252,,,8382.05,48
2026-09-23,海洋竹南,36.921,128.0,28.84,886.1,48
2026-09-23,海能風,3.89,376.0,1.03,93.35,48
2026-09-23,王功,1.623,23.0,7.06,38.95,48
2026-09-23,芳一風,46.423,96.0,48.36,1114.15,48
2026-09-23,芳二風,161.485,499.2,32.35,3875.65,48
2026-09-23,苗栗大鵬,5.969,42.0,14.21,143.25,48
2026-09-23,觀園,11.317,30.0,37.72,271.6,48
2026-09-23,觀威觀音&桃威新屋,13.138,48.3,27.2,315.3,48
2026-09-23,離岸一期,30.971,109.2,28.36,743.3,48
2026-09-23,離岸二期(註10),0.733,,,17.6,48
2026-09-23,雲麥,3.831,46.0,8.33,91.95,48
2026-09-23,鹿威彰濱,9.992,55.2,18.1,239.8,48
2026-09-23,龍A風(註10),151.817,,,3643.6,48
2026-09-23,龍B風(註10),71.21,,,1709.05,48
2026-09-23,龍三風(註10),0.0,,,0.0,48
