date,機組名稱,avg_MW,capacity_MW,capacity_factor_pct,est_MWh,num_samples
2026-09-09,中威大安,24.917,75.9,32.83,598.0,48
2026-09-09,中能風,150.99,294.5,51.27,3623.75,48
2026-09-09,允湖,93.198,320.0,29.12,2236.75,48
2026-09-09,允西,63.569,320.0,19.87,1525.65,48
2026-09-09,其它台電自有,18.967,84.7,22.39,455.2,48
2026-09-09,其它購電風力,40.196,178.4,22.53,964.7,48
2026-09-09,創維風,13.969,49.2,28.39,335.25,48
2026-09-09,台中港,11.188,35.0,31.96,268.5,48
2026-09-09,四湖,2.233,28.0,7.98,53.6,48
2026-09-09,彰品風(註10),0.0,,,0.0,48
2026-09-09,彰工,16.115,86.2,18.69,386.75,48
2026-09-09,新源崙背,5.388,25.2,21.38,129.3,48
2026-09-09,沃一風,500.254,605.2,82.66,12006.1,48
2026-09-09,沃二風,237.769,294.8,80.65,5706.45,48
2026-09-09,沃南風(註10),83.825,,,2011.8,48
2026-09-09,沃四風(註10),384.733,,,9233.6,48
2026-09-09,海洋竹南,66.038,128.0,51.59,1584.9,48
2026-09-09,海能風,172.31,376.0,45.83,4135.45,48
2026-09-09,王功,0.0,23.0,0.0,0.0,48
2026-09-09,芳一風,50.921,96.0,53.04,1222.1,48
2026-09-09,芳二風,274.131,499.2,54.91,6579.15,48
2026-09-09,苗栗大鵬,9.125,42.0,21.73,219.0,48
2026-09-09,觀園,4.183,30.0,13.94,100.4,48
2026-09-09,觀威觀音&桃威新屋,6.129,48.3,12.69,147.1,48
2026-09-09,離岸一期,49.606,109.2,45.43,1190.55,48
2026-09-09,離岸二期(註10),0.756,,,18.15,48
2026-09-09,雲麥,6.585,46.0,14.32,158.05,48
2026-09-09,鹿威彰濱,16.09,55.2,29.15,386.15,48
2026-09-09,龍A風(註10),179.742,,,4313.8,48
2026-09-09,龍B風(註10),144.073,,,3457.75,48
2026-09-09,龍三風(註10),263.329,,,6319.9,48
