date,機組名稱,avg_MW,capacity_MW,capacity_factor_pct,est_MWh,num_samples
2026-09-17,中威大安,26.766,75.9,35.26,642.38,47
2026-09-17,中能風,215.779,294.5,73.27,5178.69,47
2026-09-17,允湖,124.6,320.0,38.94,2990.4,47
2026-09-17,允西,183.877,320.0,57.46,4413.04,47
2026-09-17,其它台電自有,24.115,84.7,28.47,578.76,47
2026-09-17,其它購電風力,33.398,178.4,18.72,801.55,47
2026-09-17,創維風,19.349,49.2,39.33,464.37,47
2026-09-17,台中港,14.151,35.0,40.43,339.63,47
2026-09-17,四湖,3.528,28.0,12.6,84.66,47
2026-09-17,彰品風(註10),0.0,,,0.0,47
2026-09-17,彰工,21.704,86.2,25.18,520.9,47
2026-09-17,新源崙背,5.353,25.2,21.24,128.48,47
2026-09-17,沃一風,564.906,605.2,93.34,13557.75,47
2026-09-17,沃二風,266.766,294.8,90.49,6402.38,47
2026-09-17,沃南風(註10),74.172,,,1780.14,47
2026-09-17,沃四風(註10),445.162,,,10683.88,47
2026-09-17,海洋竹南,49.585,128.0,38.74,1190.04,47
2026-09-17,海能風,188.323,376.0,50.09,4519.76,47
2026-09-17,王功,0.879,23.0,3.82,21.09,47
2026-09-17,芳一風,82.747,96.0,86.19,1985.92,47
2026-09-17,芳二風,369.957,499.2,74.11,8878.98,47
2026-09-17,苗栗大鵬,8.272,42.0,19.7,198.54,47
2026-09-17,觀園,9.238,30.0,30.79,221.72,47
2026-09-17,觀威觀音&桃威新屋,11.215,48.3,23.22,269.16,47
2026-09-17,離岸一期,67.855,109.2,62.14,1628.53,47
2026-09-17,離岸二期(註10),0.696,,,16.7,47
2026-09-17,雲麥,7.621,46.0,16.57,182.91,47
2026-09-17,鹿威彰濱,18.506,55.2,33.53,444.15,47
2026-09-17,龍A風(註10),193.604,,,4646.5,47
2026-09-17,龍B風(註10),165.674,,,3976.19,47
2026-09-17,龍三風(註10),0.0,,,0.0,47
