date,機組名稱,avg_MW,capacity_MW,capacity_factor_pct,est_MWh,num_samples
2026-09-12,中威大安,13.443,75.9,17.71,322.62,47
2026-09-12,中能風,129.428,294.5,43.95,3106.26,47
2026-09-12,允湖,38.702,320.0,12.09,928.85,47
2026-09-12,允西,76.906,320.0,24.03,1845.75,47
2026-09-12,其它台電自有,26.532,84.7,31.32,636.77,47
2026-09-12,其它購電風力,18.63,178.4,10.44,447.11,47
2026-09-12,創維風,6.379,49.2,12.96,153.09,47
2026-09-12,台中港,6.936,35.0,19.82,166.47,47
2026-09-12,四湖,0.457,28.0,1.63,10.98,47
2026-09-12,彰品風(註10),0.0,,,0.0,47
2026-09-12,彰工,12.872,86.2,14.93,308.94,47
2026-09-12,新源崙背,1.043,25.2,4.14,25.02,47
2026-09-12,沃一風,566.474,605.2,93.6,13595.39,47
2026-09-12,沃二風,274.9,294.8,93.25,6597.6,47
2026-09-12,沃南風(註10),92.606,,,2222.55,47
2026-09-12,沃四風(註10),434.549,,,10429.17,47
2026-09-12,海洋竹南,60.549,128.0,47.3,1453.17,47
2026-09-12,海能風,228.211,376.0,60.69,5477.06,47
2026-09-12,王功,0.0,23.0,0.0,0.0,47
2026-09-12,芳一風,55.953,96.0,58.28,1342.88,47
2026-09-12,芳二風,253.513,499.2,50.78,6084.31,47
2026-09-12,苗栗大鵬,8.277,42.0,19.71,198.64,47
2026-09-12,觀園,20.368,30.0,67.89,488.83,47
2026-09-12,觀威觀音&桃威新屋,27.132,48.3,56.17,651.17,47
2026-09-12,離岸一期,41.802,109.2,38.28,1003.25,47
2026-09-12,離岸二期(註10),0.806,,,19.35,47
2026-09-12,雲麥,2.317,46.0,5.04,55.61,47
2026-09-12,鹿威彰濱,7.33,55.2,13.28,175.91,47
2026-09-12,龍A風(註10),198.73,,,4769.51,47
2026-09-12,龍B風(註10),161.683,,,3880.39,47
2026-09-12,龍三風(註10),0.0,,,0.0,47
