date,機組名稱,avg_MW,capacity_MW,capacity_factor_pct,est_MWh,num_samples
2026-09-07,中威大安,9.671,75.9,12.74,232.1,48
2026-09-07,中能風,86.854,294.5,29.49,2084.5,48
2026-09-07,允湖,64.773,320.0,20.24,1554.55,48
2026-09-07,允西,117.281,320.0,36.65,2814.75,48
2026-09-07,其它台電自有,12.917,84.7,15.25,310.0,48
2026-09-07,其它購電風力,14.363,178.4,8.05,344.7,48
2026-09-07,創維風,11.433,49.2,23.24,274.4,48
2026-09-07,台中港,4.371,35.0,12.49,104.9,48
2026-09-07,四湖,1.34,28.0,4.78,32.15,48
2026-09-07,彰品風(註10),0.0,,,0.0,48
2026-09-07,彰工,9.219,86.2,10.69,221.25,48
2026-09-07,新源崙背,4.612,25.2,18.3,110.7,48
2026-09-07,沃一風,193.302,605.2,31.94,4639.25,48
2026-09-07,沃二風,63.677,294.8,21.6,1528.25,48
2026-09-07,沃南風(註10),10.071,,,241.7,48
2026-09-07,沃四風(註10),136.767,,,3282.4,48
2026-09-07,海洋竹南,27.631,128.0,21.59,663.15,48
2026-09-07,海能風,90.202,376.0,23.99,2164.85,48
2026-09-07,王功,0.0,23.0,0.0,0.0,48
2026-09-07,芳一風,31.623,96.0,32.94,758.95,48
2026-09-07,芳二風,143.042,499.2,28.65,3433.0,48
2026-09-07,苗栗大鵬,3.371,42.0,8.03,80.9,48
2026-09-07,觀園,0.29,30.0,0.97,6.95,48
2026-09-07,觀威觀音&桃威新屋,0.84,48.3,1.74,20.15,48
2026-09-07,離岸一期,28.788,109.2,26.36,690.9,48
2026-09-07,離岸二期(註10),0.729,,,17.5,48
2026-09-07,雲麥,4.898,46.0,10.65,117.55,48
2026-09-07,鹿威彰濱,7.256,55.2,13.15,174.15,48
2026-09-07,龍A風(註10),55.554,,,1333.3,48
2026-09-07,龍B風(註10),36.858,,,884.6,48
2026-09-07,龍三風(註10),98.496,,,2363.9,48
