date,機組名稱,avg_MW,capacity_MW,capacity_factor_pct,est_MWh,num_samples
2026-09-03,中威大安,0.715,75.9,0.94,17.16,47
2026-09-03,中能風,73.715,294.5,25.03,1769.16,47
2026-09-03,允湖,105.453,320.0,32.95,2530.88,47
2026-09-03,允西,89.302,320.0,27.91,2143.25,47
2026-09-03,其它台電自有,19.843,84.7,23.43,476.22,47
2026-09-03,其它購電風力,1.715,178.4,0.96,41.16,47
2026-09-03,創維風,9.117,49.2,18.53,218.81,47
2026-09-03,台中港,0.17,35.0,0.49,4.09,47
2026-09-03,四湖,1.213,28.0,4.33,29.11,47
2026-09-03,彰品風(註10),0.0,,,0.0,47
2026-09-03,彰工,0.336,86.2,0.39,8.07,47
2026-09-03,新源崙背,3.804,25.2,15.1,91.3,47
2026-09-03,沃一風,142.753,605.2,23.59,3426.08,47
2026-09-03,沃二風,77.345,294.8,26.24,1856.27,47
2026-09-03,沃南風(註10),0.0,,,0.0,47
2026-09-03,沃四風(註10),124.994,,,2999.85,47
2026-09-03,海洋竹南,2.332,128.0,1.82,55.97,47
2026-09-03,海能風,8.281,376.0,2.2,198.74,47
2026-09-03,王功,0.0,23.0,0.0,0.0,47
2026-09-03,芳一風,13.991,96.0,14.57,335.8,47
2026-09-03,芳二風,73.747,499.2,14.77,1769.92,47
2026-09-03,苗栗大鵬,0.255,42.0,0.61,6.13,47
2026-09-03,觀園,5.677,30.0,18.92,136.24,47
2026-09-03,觀威觀音&桃威新屋,5.662,48.3,11.72,135.88,47
2026-09-03,離岸一期,7.921,109.2,7.25,190.11,47
2026-09-03,離岸二期(註10),0.781,,,18.74,47
2026-09-03,雲麥,2.766,46.0,6.01,66.38,47
2026-09-03,鹿威彰濱,0.462,55.2,0.84,11.08,47
2026-09-03,龍A風(註10),70.374,,,1688.99,47
2026-09-03,龍B風(註10),0.66,,,15.83,47
2026-09-03,龍三風(註10),23.121,,,554.9,29
