date,機組名稱,avg_MW,capacity_MW,capacity_factor_pct,est_MWh,num_samples
2026-09-25,中威大安,4.215,75.9,5.55,101.15,48
2026-09-25,中能風,17.321,294.5,5.88,415.7,48
2026-09-25,允湖,10.71,320.0,3.35,257.05,48
2026-09-25,允西,16.35,320.0,5.11,392.4,48
2026-09-25,其它台電自有,14.533,84.7,17.16,348.8,48
2026-09-25,其它購電風力,3.873,178.4,2.17,92.95,48
2026-09-25,創維風,1.604,49.2,3.26,38.5,48
2026-09-25,台中港,1.481,35.0,4.23,35.55,48
2026-09-25,四湖,0.729,28.0,2.6,17.5,48
2026-09-25,彰品風(註10),0.0,,,0.0,48
2026-09-25,彰工,3.238,86.2,3.76,77.7,48
2026-09-25,新源崙背,1.254,25.2,4.98,30.1,48
2026-09-25,沃一風,69.156,605.2,11.43,1659.75,48
2026-09-25,沃二風,30.479,294.8,10.34,731.5,48
2026-09-25,沃南風,15.312,337.1,4.54,367.5,48
2026-09-25,沃四風(註10),74.779,,,1794.7,48
2026-09-25,海洋竹南,4.475,128.0,3.5,107.4,48
2026-09-25,海能風,8.496,376.0,2.26,203.9,48
2026-09-25,王功,0.983,23.0,4.28,23.6,48
2026-09-25,芳一風,8.842,96.0,9.21,212.2,48
2026-09-25,芳二風,32.892,499.2,6.59,789.4,48
2026-09-25,苗栗大鵬,0.496,42.0,1.18,11.9,48
2026-09-25,觀園,1.25,30.0,4.17,30.0,48
2026-09-25,觀威觀音&桃威新屋,1.575,48.3,3.26,37.8,48
2026-09-25,離岸一期,5.119,109.2,4.69,122.85,48
2026-09-25,離岸二期(註10),0.733,,,17.6,48
2026-09-25,雲麥,0.892,46.0,1.94,21.4,48
2026-09-25,鹿威彰濱,2.885,55.2,5.23,69.25,48
2026-09-25,龍A風(註10),24.371,,,584.9,48
2026-09-25,龍B風(註10),5.667,,,136.0,48
2026-09-25,龍三風(註10),0.0,,,0.0,48
