date,機組名稱,avg_MW,capacity_MW,capacity_factor_pct,est_MWh,num_samples
2026-09-11,中威大安,50.71,75.9,66.81,1217.05,48
2026-09-11,中能風,263.206,294.5,89.37,6316.95,48
2026-09-11,允湖,245.427,320.0,76.7,5890.25,48
2026-09-11,允西,154.815,320.0,48.38,3715.55,48
2026-09-11,其它台電自有,28.619,84.7,33.79,686.85,48
2026-09-11,其它購電風力,63.89,178.4,35.81,1533.35,48
2026-09-11,創維風,25.638,49.2,52.11,615.3,48
2026-09-11,台中港,21.123,35.0,60.35,506.95,48
2026-09-11,四湖,3.735,28.0,13.34,89.65,48
2026-09-11,彰品風(註10),0.0,,,0.0,48
2026-09-11,彰工,28.46,86.2,33.02,683.05,48
2026-09-11,新源崙背,9.083,25.2,36.04,218.0,48
2026-09-11,沃一風,580.331,605.2,95.89,13927.95,48
2026-09-11,沃二風,282.696,294.8,95.89,6784.7,48
2026-09-11,沃南風(註10),101.4,,,2433.6,48
2026-09-11,沃四風(註10),434.994,,,10439.85,48
2026-09-11,海洋竹南,77.279,128.0,60.37,1854.7,48
2026-09-11,海能風,246.683,376.0,65.61,5920.4,48
2026-09-11,王功,0.0,23.0,0.0,0.0,48
2026-09-11,芳一風,81.469,96.0,84.86,1955.25,48
2026-09-11,芳二風,441.729,499.2,88.49,10601.5,48
2026-09-11,苗栗大鵬,15.69,42.0,37.36,376.55,48
2026-09-11,觀園,16.702,30.0,55.67,400.85,48
2026-09-11,觀威觀音&桃威新屋,19.442,48.3,40.25,466.6,48
2026-09-11,離岸一期,85.112,109.2,77.94,2042.7,48
2026-09-11,離岸二期(註10),0.779,,,18.7,48
2026-09-11,雲麥,7.84,46.0,17.04,188.15,48
2026-09-11,鹿威彰濱,27.215,55.2,49.3,653.15,48
2026-09-11,龍A風(註10),209.283,,,5022.8,48
2026-09-11,龍B風(註10),192.083,,,4610.0,48
2026-09-11,龍三風(註10),101.587,,,2438.1,48
